protid	isfwd
rev_ENSP00000361175	0
rev_ENSP00000361176	0
rev_ENSP00000361177	-1
rev_ENSP00000361178	-1
rev_ENSP00000361179	-1
rev_ENSP00000361180	0
rev_ENSP00000361182	0
rev_ENSP00000361185	0
rev_ENSP00000361186	0
rev_ENSP00000361187	0
rev_ENSP00000361188	-1
rev_ENSP00000361189	-1
rev_ENSP00000361190	-1
rev_ENSP00000361193	0
rev_ENSP00000361195	-1
rev_ENSP00000361196	0
rev_ENSP00000361197	-1
rev_ENSP00000361199	-1
rev_ENSP00000361202	0
rev_ENSP00000361206	-1
rev_ENSP00000361207	-1
rev_ENSP00000361208	-1
rev_ENSP00000361209	-1
rev_ENSP00000361212	0
rev_ENSP00000361214	-1
rev_ENSP00000361215	-1
rev_ENSP00000361219	0
rev_ENSP00000361220	0
rev_ENSP00000361226	0
rev_ENSP00000361227	0
rev_ENSP00000361228	0
rev_ENSP00000361229	-1
rev_ENSP00000361230	-1
rev_ENSP00000361231	-1
rev_ENSP00000361232	0
rev_ENSP00000361233	-1
rev_ENSP00000361236	-1
rev_ENSP00000361237	0
rev_ENSP00000361238	-1
rev_ENSP00000361241	0
rev_ENSP00000361242	0
rev_ENSP00000361244	-1
rev_ENSP00000361245	-1
rev_ENSP00000361249	0
rev_ENSP00000361252	-1
rev_ENSP00000361254	0
rev_ENSP00000361256	-1
rev_ENSP00000361257	0
rev_ENSP00000361258	-1
rev_ENSP00000361259	0
rev_ENSP00000361261	-1
rev_ENSP00000361262	-1
rev_ENSP00000361263	-1
rev_ENSP00000361264	-1
rev_ENSP00000361265	-1
rev_ENSP00000361266	0
rev_ENSP00000361269	-1
rev_ENSP00000361271	0
rev_ENSP00000361272	-1
rev_ENSP00000361273	0
rev_ENSP00000361274	-1
rev_ENSP00000361275	0
rev_ENSP00000361276	0
rev_ENSP00000361278	-1
rev_ENSP00000361280	-1
rev_ENSP00000361281	0
rev_ENSP00000361282	0
rev_ENSP00000361283	-1
rev_ENSP00000361284	-1
rev_ENSP00000361285	-1
rev_ENSP00000361286	-1
rev_ENSP00000361287	0
rev_ENSP00000361289	-1
rev_ENSP00000361290	-1
rev_ENSP00000361291	-1
rev_ENSP00000361292	-1
rev_ENSP00000361293	0
rev_ENSP00000361294	-1
rev_ENSP00000361295	0
rev_ENSP00000361296	0
rev_ENSP00000361297	-1
rev_ENSP00000361298	-1
rev_ENSP00000361299	0
rev_ENSP00000361300	0
rev_ENSP00000361301	-1
rev_ENSP00000361302	-1
rev_ENSP00000361303	-1
rev_ENSP00000361304	0
rev_ENSP00000361305	0
rev_ENSP00000361306	-1
rev_ENSP00000361308	0
rev_ENSP00000361309	-1
rev_ENSP00000361310	-1
rev_ENSP00000361311	-1
rev_ENSP00000361316	-1
rev_ENSP00000361317	0
rev_ENSP00000361318	-1
rev_ENSP00000361320	-1
rev_ENSP00000361321	0
rev_ENSP00000361322	-1
rev_ENSP00000361323	0
rev_ENSP00000361326	-1
rev_ENSP00000361327	0
rev_ENSP00000361328	-1
rev_ENSP00000361331	0
rev_ENSP00000361332	-1
rev_ENSP00000361333	0
rev_ENSP00000361335	0
rev_ENSP00000361336	-1
rev_ENSP00000361337	-1
rev_ENSP00000361338	-1
rev_ENSP00000361341	0
rev_ENSP00000361343	-1
rev_ENSP00000361344	0
rev_ENSP00000361345	0
rev_ENSP00000361347	-1
rev_ENSP00000361348	-1
rev_ENSP00000361349	-1
rev_ENSP00000361350	-1
rev_ENSP00000361351	-1
rev_ENSP00000361352	-1
rev_ENSP00000361355	-1
rev_ENSP00000361357	0
rev_ENSP00000361359	-1
rev_ENSP00000361363	0
rev_ENSP00000361364	-1
rev_ENSP00000361365	-1
rev_ENSP00000361366	0
rev_ENSP00000361369	-1
rev_ENSP00000361370	0
rev_ENSP00000361371	0
rev_ENSP00000361372	0
rev_ENSP00000361373	-1
rev_ENSP00000361374	-1
rev_ENSP00000361375	-1
rev_ENSP00000361376	-1
rev_ENSP00000361380	0
rev_ENSP00000361381	0
rev_ENSP00000361382	-1
rev_ENSP00000361383	0
rev_ENSP00000361384	-1
rev_ENSP00000361386	-1
rev_ENSP00000361387	0
rev_ENSP00000361388	0
rev_ENSP00000361389	0
rev_ENSP00000361392	0
rev_ENSP00000361396	-1
rev_ENSP00000361397	-1
rev_ENSP00000361399	-1
rev_ENSP00000361400	0
rev_ENSP00000361402	0
rev_ENSP00000361405	-1
rev_ENSP00000361408	-1
rev_ENSP00000361411	0
rev_ENSP00000361412	0
rev_ENSP00000361413	0
rev_ENSP00000361414	-1
rev_ENSP00000361418	-1
rev_ENSP00000361419	0
rev_ENSP00000361422	0
rev_ENSP00000361423	0
rev_ENSP00000361425	0
rev_ENSP00000361426	-1
rev_ENSP00000361427	-1
rev_ENSP00000361429	0
rev_ENSP00000361433	0
rev_ENSP00000361434	-1
rev_ENSP00000361435	0
rev_ENSP00000361437	-1
rev_ENSP00000361440	-1
rev_ENSP00000361441	-1
rev_ENSP00000361442	-1
rev_ENSP00000361443	0
rev_ENSP00000361444	0
rev_ENSP00000361446	-1
rev_ENSP00000361447	-1
rev_ENSP00000361448	0
rev_ENSP00000361449	0
rev_ENSP00000361450	-1
rev_ENSP00000361451	0
rev_ENSP00000361452	-1
rev_ENSP00000361454	-1
rev_ENSP00000361457	-1
rev_ENSP00000361458	-1
rev_ENSP00000361459	0
rev_ENSP00000361461	-1
rev_ENSP00000361463	-1
rev_ENSP00000361464	-1
rev_ENSP00000361465	0
rev_ENSP00000361466	-1
rev_ENSP00000361467	-1
rev_ENSP00000361468	-1
rev_ENSP00000361469	-1
rev_ENSP00000361470	0
rev_ENSP00000361471	0
rev_ENSP00000361473	0
rev_ENSP00000361474	0
rev_ENSP00000361475	-1
rev_ENSP00000361480	-1
rev_ENSP00000361483	0
rev_ENSP00000361484	-1
rev_ENSP00000361485	-1
rev_ENSP00000361486	-1
rev_ENSP00000361487	-1
rev_ENSP00000361489	-1
rev_ENSP00000361490	0
rev_ENSP00000361491	-1
rev_ENSP00000361492	-1
rev_ENSP00000361493	-1
rev_ENSP00000361495	0
rev_ENSP00000361496	-1
rev_ENSP00000361497	0
rev_ENSP00000361498	0
rev_ENSP00000361499	0
rev_ENSP00000361502	0
rev_ENSP00000361503	0
rev_ENSP00000361504	0
rev_ENSP00000361505	-1
rev_ENSP00000361506	0
rev_ENSP00000361507	-1
rev_ENSP00000361508	-1
rev_ENSP00000361509	0
rev_ENSP00000361510	-1
rev_ENSP00000361511	-1
rev_ENSP00000361512	-1
rev_ENSP00000361514	0
rev_ENSP00000361517	0
rev_ENSP00000361518	0
rev_ENSP00000361519	-1
rev_ENSP00000361520	-1
rev_ENSP00000361521	0
rev_ENSP00000361522	0
rev_ENSP00000361524	0
rev_ENSP00000361527	0
rev_ENSP00000361528	0
rev_ENSP00000361530	0
rev_ENSP00000361531	-1
rev_ENSP00000361532	-1
rev_ENSP00000361533	0
rev_ENSP00000361535	0
rev_ENSP00000361536	-1
rev_ENSP00000361537	0
rev_ENSP00000361539	0
rev_ENSP00000361540	-1
rev_ENSP00000361543	0
rev_ENSP00000361544	0
rev_ENSP00000361546	0
rev_ENSP00000361547	-1
rev_ENSP00000361548	0
rev_ENSP00000361553	0
rev_ENSP00000361554	-1
rev_ENSP00000361556	-1
rev_ENSP00000361557	0
rev_ENSP00000361558	-1
rev_ENSP00000361559	0
rev_ENSP00000361560	-1
rev_ENSP00000361561	-1
rev_ENSP00000361562	0
rev_ENSP00000361563	-1
rev_ENSP00000361564	-1
rev_ENSP00000361565	0
rev_ENSP00000361566	-1
rev_ENSP00000361569	-1
rev_ENSP00000361570	0
rev_ENSP00000361574	0
rev_ENSP00000361577	-1
rev_ENSP00000361578	-1
rev_ENSP00000361579	-1
rev_ENSP00000361580	0
rev_ENSP00000361581	-1
rev_ENSP00000361582	0
rev_ENSP00000361584	-1
rev_ENSP00000361585	-1
rev_ENSP00000361586	0
rev_ENSP00000361592	-1
rev_ENSP00000361593	0
rev_ENSP00000361594	0
rev_ENSP00000361595	-1
rev_ENSP00000361596	-1
rev_ENSP00000361597	0
rev_ENSP00000361598	0
rev_ENSP00000361599	0
rev_ENSP00000361600	-1
rev_ENSP00000361601	-1
rev_ENSP00000361602	0
rev_ENSP00000361603	0
rev_ENSP00000361604	0
rev_ENSP00000361608	0
rev_ENSP00000361609	-1
rev_ENSP00000361616	0
rev_ENSP00000361617	-1
rev_ENSP00000361619	-1
rev_ENSP00000361620	0
rev_ENSP00000361621	-1
rev_ENSP00000361623	-1
rev_ENSP00000361624	0
rev_ENSP00000361625	-1
rev_ENSP00000361626	0
rev_ENSP00000361628	-1
rev_ENSP00000361629	-1
rev_ENSP00000361630	-1
rev_ENSP00000361632	-1
rev_ENSP00000361634	0
rev_ENSP00000361635	0
rev_ENSP00000361636	-1
rev_ENSP00000361637	0
rev_ENSP00000361638	0
rev_ENSP00000361640	0
rev_ENSP00000361641	0
rev_ENSP00000361642	0
rev_ENSP00000361643	0
rev_ENSP00000361644	0
rev_ENSP00000361645	0
rev_ENSP00000361646	-1
rev_ENSP00000361649	0
rev_ENSP00000361650	-1
rev_ENSP00000361652	0
rev_ENSP00000361653	0
rev_ENSP00000361654	-1
rev_ENSP00000361655	0
rev_ENSP00000361656	-1
rev_ENSP00000361658	0
rev_ENSP00000361659	-1
rev_ENSP00000361662	0
rev_ENSP00000361663	0
rev_ENSP00000361664	-1
rev_ENSP00000361665	0
rev_ENSP00000361666	0
rev_ENSP00000361667	-1
rev_ENSP00000361668	-1
rev_ENSP00000361669	0
rev_ENSP00000361670	0
rev_ENSP00000361672	-1
rev_ENSP00000361673	0
rev_ENSP00000361676	-1
rev_ENSP00000361677	0
rev_ENSP00000361678	-1
rev_ENSP00000361680	0
rev_ENSP00000361681	-1
rev_ENSP00000361682	0
rev_ENSP00000361686	-1
rev_ENSP00000361693	-1
rev_ENSP00000361694	0
rev_ENSP00000361696	-1
rev_ENSP00000361699	0
rev_ENSP00000361700	0
rev_ENSP00000361701	-1
rev_ENSP00000361702	0
rev_ENSP00000361703	0
rev_ENSP00000361704	-1
rev_ENSP00000361705	0
rev_ENSP00000361707	0
rev_ENSP00000361708	0
rev_ENSP00000361709	-1
rev_ENSP00000361710	-1
rev_ENSP00000361711	0
rev_ENSP00000361712	0
rev_ENSP00000361713	-1
rev_ENSP00000361715	0
rev_ENSP00000361716	-1
rev_ENSP00000361717	-1
rev_ENSP00000361718	0
rev_ENSP00000361721	0
rev_ENSP00000361725	-1
rev_ENSP00000361726	0
rev_ENSP00000361728	-1
rev_ENSP00000361730	0
rev_ENSP00000361731	0
rev_ENSP00000361734	-1
rev_ENSP00000361735	-1
rev_ENSP00000361736	-1
rev_ENSP00000361737	0
rev_ENSP00000361738	-1
rev_ENSP00000361739	0
rev_ENSP00000361740	0
rev_ENSP00000361742	-1
rev_ENSP00000361745	-1
rev_ENSP00000361746	-1
rev_ENSP00000361748	0
rev_ENSP00000361749	-1
rev_ENSP00000361750	-1
rev_ENSP00000361751	0
rev_ENSP00000361752	-1
rev_ENSP00000361754	0
rev_ENSP00000361755	-1
rev_ENSP00000361757	0
rev_ENSP00000361759	0
rev_ENSP00000361761	-1
rev_ENSP00000361762	-1
rev_ENSP00000361765	0
rev_ENSP00000361768	-1
rev_ENSP00000361769	-1
rev_ENSP00000361770	-1
rev_ENSP00000361771	-1
rev_ENSP00000361772	-1
rev_ENSP00000361773	-1
rev_ENSP00000361774	0
rev_ENSP00000361775	0
rev_ENSP00000361776	0
rev_ENSP00000361777	-1
rev_ENSP00000361780	-1
rev_ENSP00000361781	-1
rev_ENSP00000361782	0
rev_ENSP00000361784	0
rev_ENSP00000361785	0
rev_ENSP00000361787	-1
rev_ENSP00000361788	0
rev_ENSP00000361790	0
rev_ENSP00000361791	-1
rev_ENSP00000361793	0
rev_ENSP00000361795	-1
rev_ENSP00000361796	-1
rev_ENSP00000361797	-1
rev_ENSP00000361799	-1
rev_ENSP00000361800	-1
rev_ENSP00000361802	-1
rev_ENSP00000361803	0
rev_ENSP00000361804	0
rev_ENSP00000361805	-1
rev_ENSP00000361806	-1
rev_ENSP00000361807	0
rev_ENSP00000361808	0
rev_ENSP00000361809	0
rev_ENSP00000361810	0
rev_ENSP00000361811	-1
rev_ENSP00000361812	-1
rev_ENSP00000361813	0
rev_ENSP00000361816	0
rev_ENSP00000361818	-1
rev_ENSP00000361819	-1
rev_ENSP00000361820	-1
rev_ENSP00000361821	0
rev_ENSP00000361824	-1
rev_ENSP00000361826	-1
rev_ENSP00000361827	-1
rev_ENSP00000361828	0
rev_ENSP00000361831	-1
rev_ENSP00000361834	-1
rev_ENSP00000361835	0
rev_ENSP00000361836	0
rev_ENSP00000361837	-1
rev_ENSP00000361838	-1
rev_ENSP00000361839	-1
rev_ENSP00000361840	0
rev_ENSP00000361841	0
rev_ENSP00000361842	0
rev_ENSP00000361843	0
rev_ENSP00000361844	0
rev_ENSP00000361845	0
rev_ENSP00000361847	-1
rev_ENSP00000361848	0
rev_ENSP00000361849	-1
rev_ENSP00000361850	0
rev_ENSP00000361851	-1
rev_ENSP00000361852	-1
rev_ENSP00000361855	-1
rev_ENSP00000361856	0
rev_ENSP00000361857	0
rev_ENSP00000361859	-1
rev_ENSP00000361860	0
rev_ENSP00000361865	0
rev_ENSP00000361866	-1
rev_ENSP00000361867	0
rev_ENSP00000361868	0
rev_ENSP00000361871	-1
rev_ENSP00000361875	0
rev_ENSP00000361877	0
rev_ENSP00000361878	-1
rev_ENSP00000361880	-1
rev_ENSP00000361881	0
rev_ENSP00000361882	-1
rev_ENSP00000361883	0
rev_ENSP00000361884	0
rev_ENSP00000361887	0
rev_ENSP00000361888	-1
rev_ENSP00000361889	0
rev_ENSP00000361891	-1
rev_ENSP00000361892	-1
rev_ENSP00000361893	-1
rev_ENSP00000361894	-1
rev_ENSP00000361895	-1
rev_ENSP00000361898	-1
rev_ENSP00000361900	0
rev_ENSP00000361901	-1
rev_ENSP00000361902	-1
rev_ENSP00000361903	0
rev_ENSP00000361905	-1
rev_ENSP00000361906	0
rev_ENSP00000361908	0
rev_ENSP00000361909	0
rev_ENSP00000361911	0
rev_ENSP00000361912	-1
rev_ENSP00000361913	-1
rev_ENSP00000361914	-1
rev_ENSP00000361915	0
rev_ENSP00000361917	-1
rev_ENSP00000361918	-1
rev_ENSP00000361923	-1
rev_ENSP00000361925	-1
rev_ENSP00000361926	-1
rev_ENSP00000361927	0
rev_ENSP00000361928	0
rev_ENSP00000361929	0
rev_ENSP00000361930	0
rev_ENSP00000361932	0
rev_ENSP00000361933	-1
rev_ENSP00000361935	0
rev_ENSP00000361938	-1
rev_ENSP00000361940	-1
rev_ENSP00000361941	0
rev_ENSP00000361942	0
rev_ENSP00000361943	0
rev_ENSP00000361944	-1
rev_ENSP00000361946	-1
rev_ENSP00000361947	-1
rev_ENSP00000361948	0
rev_ENSP00000361949	0
rev_ENSP00000361950	0
rev_ENSP00000361951	-1
rev_ENSP00000361952	-1
rev_ENSP00000361953	0
rev_ENSP00000361956	0
rev_ENSP00000361959	0
rev_ENSP00000361960	0
rev_ENSP00000361961	-1
rev_ENSP00000361963	0
rev_ENSP00000361964	-1
rev_ENSP00000361965	-1
rev_ENSP00000361966	-1
rev_ENSP00000361967	0
rev_ENSP00000361970	0
rev_ENSP00000361971	0
rev_ENSP00000361973	-1
rev_ENSP00000361974	-1
rev_ENSP00000361977	0
rev_ENSP00000361978	-1
rev_ENSP00000361980	-1
rev_ENSP00000361981	-1
rev_ENSP00000361982	0
rev_ENSP00000361983	-1
rev_ENSP00000361985	-1
rev_ENSP00000361989	0
rev_ENSP00000361990	0
rev_ENSP00000361991	0
rev_ENSP00000361992	-1
rev_ENSP00000361993	0
rev_ENSP00000361994	0
rev_ENSP00000361995	0
rev_ENSP00000361996	0
rev_ENSP00000361997	-1
rev_ENSP00000361998	0
rev_ENSP00000362001	-1
rev_ENSP00000362003	0
rev_ENSP00000362006	-1
rev_ENSP00000362007	-1
rev_ENSP00000362008	0
rev_ENSP00000362010	-1
rev_ENSP00000362011	-1
rev_ENSP00000362012	-1
rev_ENSP00000362013	-1
rev_ENSP00000362014	-1
rev_ENSP00000362016	0
rev_ENSP00000362017	0
rev_ENSP00000362018	-1
rev_ENSP00000362019	0
rev_ENSP00000362021	0
rev_ENSP00000362022	0
rev_ENSP00000362026	0
rev_ENSP00000362027	0
rev_ENSP00000362029	-1
rev_ENSP00000362030	0
rev_ENSP00000362031	-1
rev_ENSP00000362032	0
rev_ENSP00000362036	-1
rev_ENSP00000362037	-1
rev_ENSP00000362038	-1
rev_ENSP00000362039	0
rev_ENSP00000362040	0
rev_ENSP00000362041	0
rev_ENSP00000362043	0
rev_ENSP00000362044	-1
rev_ENSP00000362045	0
rev_ENSP00000362046	0
rev_ENSP00000362047	0
rev_ENSP00000362048	0
rev_ENSP00000362049	-1
rev_ENSP00000362051	-1
rev_ENSP00000362052	-1
rev_ENSP00000362054	0
rev_ENSP00000362055	-1
rev_ENSP00000362056	-1
rev_ENSP00000362057	-1
rev_ENSP00000362058	0
rev_ENSP00000362060	0
rev_ENSP00000362061	-1
rev_ENSP00000362063	-1
rev_ENSP00000362066	0
rev_ENSP00000362068	-1
rev_ENSP00000362069	-1
rev_ENSP00000362070	0
rev_ENSP00000362071	0
rev_ENSP00000362072	-1
rev_ENSP00000362073	-1
rev_ENSP00000362075	-1
rev_ENSP00000362076	0
rev_ENSP00000362078	-1
rev_ENSP00000362079	0
rev_ENSP00000362080	-1
rev_ENSP00000362081	0
rev_ENSP00000362082	0
rev_ENSP00000362083	-1
rev_ENSP00000362085	-1
rev_ENSP00000362087	0
rev_ENSP00000362088	-1
rev_ENSP00000362089	0
rev_ENSP00000362090	-1
rev_ENSP00000362092	-1
rev_ENSP00000362094	-1
rev_ENSP00000362095	-1
rev_ENSP00000362096	-1
rev_ENSP00000362097	-1
rev_ENSP00000362099	-1
rev_ENSP00000362100	0
rev_ENSP00000362101	0
rev_ENSP00000362103	0
rev_ENSP00000362104	0
rev_ENSP00000362105	-1
rev_ENSP00000362107	-1
rev_ENSP00000362108	0
rev_ENSP00000362109	0
rev_ENSP00000362110	0
rev_ENSP00000362111	-1
rev_ENSP00000362112	0
rev_ENSP00000362114	0
rev_ENSP00000362115	0
rev_ENSP00000362116	-1
rev_ENSP00000362117	-1
rev_ENSP00000362118	0
rev_ENSP00000362120	-1
rev_ENSP00000362121	0
rev_ENSP00000362122	0
rev_ENSP00000362123	-1
rev_ENSP00000362124	0
rev_ENSP00000362125	-1
rev_ENSP00000362127	0
rev_ENSP00000362130	-1
rev_ENSP00000362131	-1
rev_ENSP00000362133	0
rev_ENSP00000362134	0
rev_ENSP00000362135	0
rev_ENSP00000362136	-1
rev_ENSP00000362139	0
rev_ENSP00000362140	0
rev_ENSP00000362141	-1
rev_ENSP00000362142	-1
rev_ENSP00000362144	-1
rev_ENSP00000362145	-1
rev_ENSP00000362146	-1
rev_ENSP00000362148	-1
rev_ENSP00000362150	0
rev_ENSP00000362151	-1
rev_ENSP00000362152	-1
rev_ENSP00000362153	-1
rev_ENSP00000362154	0
rev_ENSP00000362155	-1
rev_ENSP00000362157	-1
rev_ENSP00000362159	-1
rev_ENSP00000362160	-1
rev_ENSP00000362164	0
rev_ENSP00000362165	-1
rev_ENSP00000362166	0
rev_ENSP00000362168	-1
rev_ENSP00000362169	-1
rev_ENSP00000362170	0
rev_ENSP00000362171	0
rev_ENSP00000362174	-1
rev_ENSP00000362175	-1
rev_ENSP00000362176	0
rev_ENSP00000362178	0
rev_ENSP00000362179	-1
rev_ENSP00000362180	-1
rev_ENSP00000362181	0
rev_ENSP00000362183	0
rev_ENSP00000362184	0
rev_ENSP00000362185	0
rev_ENSP00000362186	-1
rev_ENSP00000362187	0
rev_ENSP00000362189	-1
rev_ENSP00000362192	0
rev_ENSP00000362193	0
rev_ENSP00000362195	-1
rev_ENSP00000362196	0
rev_ENSP00000362197	-1
rev_ENSP00000362198	-1
rev_ENSP00000362201	0
rev_ENSP00000362202	0
rev_ENSP00000362203	0
rev_ENSP00000362205	0
rev_ENSP00000362206	0
rev_ENSP00000362207	-1
rev_ENSP00000362208	0
rev_ENSP00000362211	-1
rev_ENSP00000362212	-1
rev_ENSP00000362214	-1
rev_ENSP00000362217	-1
rev_ENSP00000362219	0
rev_ENSP00000362221	-1
rev_ENSP00000362222	-1
rev_ENSP00000362223	-1
rev_ENSP00000362224	-1
rev_ENSP00000362225	0
rev_ENSP00000362226	-1
rev_ENSP00000362227	-1
rev_ENSP00000362228	-1
rev_ENSP00000362230	-1
rev_ENSP00000362232	-1
rev_ENSP00000362234	-1
rev_ENSP00000362235	0
rev_ENSP00000362237	-1
rev_ENSP00000362238	0
rev_ENSP00000362239	-1
rev_ENSP00000362241	0
rev_ENSP00000362243	0
rev_ENSP00000362244	0
rev_ENSP00000362246	-1
rev_ENSP00000362247	-1
rev_ENSP00000362249	-1
rev_ENSP00000362250	-1
rev_ENSP00000362252	0
rev_ENSP00000362253	0
rev_ENSP00000362255	0
rev_ENSP00000362256	0
rev_ENSP00000362257	-1
rev_ENSP00000362258	-1
rev_ENSP00000362260	0
rev_ENSP00000362261	0
rev_ENSP00000362264	-1
rev_ENSP00000362267	0
rev_ENSP00000362268	0
rev_ENSP00000362270	-1
rev_ENSP00000362271	-1
rev_ENSP00000362272	0
rev_ENSP00000362273	-1
rev_ENSP00000362277	-1
rev_ENSP00000362280	-1
rev_ENSP00000362282	-1
rev_ENSP00000362283	0
rev_ENSP00000362284	0
rev_ENSP00000362285	0
rev_ENSP00000362286	0
rev_ENSP00000362287	0
rev_ENSP00000362288	0
rev_ENSP00000362289	-1
rev_ENSP00000362291	-1
rev_ENSP00000362294	0
rev_ENSP00000362296	-1
rev_ENSP00000362297	-1
rev_ENSP00000362298	0
rev_ENSP00000362299	0
rev_ENSP00000362300	0
rev_ENSP00000362302	-1
rev_ENSP00000362303	-1
rev_ENSP00000362304	0
rev_ENSP00000362305	-1
rev_ENSP00000362306	0
rev_ENSP00000362307	0
rev_ENSP00000362308	-1
rev_ENSP00000362309	0
rev_ENSP00000362310	0
rev_ENSP00000362311	0
rev_ENSP00000362312	-1
rev_ENSP00000362314	0
rev_ENSP00000362317	0
rev_ENSP00000362319	0
rev_ENSP00000362321	-1
rev_ENSP00000362322	0
rev_ENSP00000362324	-1
rev_ENSP00000362325	0
rev_ENSP00000362326	-1
rev_ENSP00000362327	-1
rev_ENSP00000362328	-1
rev_ENSP00000362329	0
rev_ENSP00000362330	0
rev_ENSP00000362332	-1
rev_ENSP00000362333	0
rev_ENSP00000362334	0
rev_ENSP00000362335	0
rev_ENSP00000362336	0
rev_ENSP00000362338	0
rev_ENSP00000362339	-1
rev_ENSP00000362340	-1
rev_ENSP00000362342	0
rev_ENSP00000362344	0
rev_ENSP00000362345	-1
rev_ENSP00000362346	-1
rev_ENSP00000362347	0
rev_ENSP00000362350	-1
rev_ENSP00000362352	0
rev_ENSP00000362353	-1
rev_ENSP00000362354	0
rev_ENSP00000362355	-1
rev_ENSP00000362356	-1
rev_ENSP00000362358	-1
rev_ENSP00000362359	-1
rev_ENSP00000362360	-1
rev_ENSP00000362361	0
rev_ENSP00000362362	0
rev_ENSP00000362363	0
rev_ENSP00000362368	-1
rev_ENSP00000362369	0
rev_ENSP00000362371	0
rev_ENSP00000362372	0
rev_ENSP00000362373	-1
rev_ENSP00000362374	-1
rev_ENSP00000362375	0
rev_ENSP00000362376	0
rev_ENSP00000362378	0
rev_ENSP00000362381	-1
rev_ENSP00000362384	-1
rev_ENSP00000362385	0
rev_ENSP00000362386	-1
rev_ENSP00000362387	-1
rev_ENSP00000362388	-1
rev_ENSP00000362389	-1
rev_ENSP00000362390	-1
rev_ENSP00000362391	0
rev_ENSP00000362392	-1
rev_ENSP00000362393	0
rev_ENSP00000362394	-1
rev_ENSP00000362395	-1
rev_ENSP00000362396	-1
rev_ENSP00000362398	0
rev_ENSP00000362399	0
rev_ENSP00000362401	0
rev_ENSP00000362403	0
rev_ENSP00000362404	-1
rev_ENSP00000362405	0
rev_ENSP00000362406	-1
rev_ENSP00000362409	-1
rev_ENSP00000362410	0
rev_ENSP00000362411	0
rev_ENSP00000362413	0
rev_ENSP00000362415	0
rev_ENSP00000362417	-1
rev_ENSP00000362418	0
rev_ENSP00000362419	0
rev_ENSP00000362420	-1
rev_ENSP00000362421	-1
rev_ENSP00000362422	0
rev_ENSP00000362424	-1
rev_ENSP00000362426	0
rev_ENSP00000362427	-1
rev_ENSP00000362428	-1
rev_ENSP00000362429	-1
rev_ENSP00000362430	0
rev_ENSP00000362433	-1
rev_ENSP00000362435	-1
rev_ENSP00000362437	-1
rev_ENSP00000362438	-1
rev_ENSP00000362441	0
rev_ENSP00000362442	-1
rev_ENSP00000362443	-1
rev_ENSP00000362444	-1
rev_ENSP00000362445	0
rev_ENSP00000362446	-1
rev_ENSP00000362448	-1
rev_ENSP00000362450	0
rev_ENSP00000362455	0
rev_ENSP00000362456	0
rev_ENSP00000362457	-1
rev_ENSP00000362458	-1
rev_ENSP00000362459	-1
rev_ENSP00000362460	0
rev_ENSP00000362463	0
rev_ENSP00000362464	-1
rev_ENSP00000362465	0
rev_ENSP00000362466	0
rev_ENSP00000362469	0
rev_ENSP00000362471	0
rev_ENSP00000362472	-1
rev_ENSP00000362475	0
rev_ENSP00000362477	0
rev_ENSP00000362478	0
rev_ENSP00000362479	-1
rev_ENSP00000362480	0
rev_ENSP00000362481	-1
rev_ENSP00000362484	0
rev_ENSP00000362485	-1
rev_ENSP00000362486	0
rev_ENSP00000362487	-1
rev_ENSP00000362489	0
rev_ENSP00000362492	-1
rev_ENSP00000362496	0
rev_ENSP00000362497	0
rev_ENSP00000362502	-1
rev_ENSP00000362503	-1
rev_ENSP00000362504	-1
rev_ENSP00000362507	0
rev_ENSP00000362508	-1
rev_ENSP00000362510	-1
rev_ENSP00000362512	0
rev_ENSP00000362513	0
rev_ENSP00000362515	0
rev_ENSP00000362516	-1
rev_ENSP00000362517	-1
rev_ENSP00000362519	0
rev_ENSP00000362521	0
rev_ENSP00000362523	-1
rev_ENSP00000362524	0
rev_ENSP00000362525	0
rev_ENSP00000362526	0
rev_ENSP00000362527	-1
rev_ENSP00000362529	0
rev_ENSP00000362531	0
rev_ENSP00000362532	-1
rev_ENSP00000362533	-1
rev_ENSP00000362535	0
rev_ENSP00000362538	-1
rev_ENSP00000362539	-1
rev_ENSP00000362540	0
rev_ENSP00000362542	0
rev_ENSP00000362544	0
rev_ENSP00000362546	-1
rev_ENSP00000362547	-1
rev_ENSP00000362548	-1
rev_ENSP00000362549	0
rev_ENSP00000362550	0
rev_ENSP00000362551	-1
rev_ENSP00000362555	0
rev_ENSP00000362556	-1
rev_ENSP00000362557	-1
rev_ENSP00000362558	0
rev_ENSP00000362560	-1
rev_ENSP00000362562	0
rev_ENSP00000362563	0
rev_ENSP00000362566	0
rev_ENSP00000362567	-1
rev_ENSP00000362568	-1
rev_ENSP00000362569	-1
rev_ENSP00000362570	-1
rev_ENSP00000362572	-1
rev_ENSP00000362573	0
rev_ENSP00000362574	0
rev_ENSP00000362575	0
rev_ENSP00000362576	0
rev_ENSP00000362578	-1
rev_ENSP00000362579	0
rev_ENSP00000362580	-1
rev_ENSP00000362581	0
rev_ENSP00000362582	-1
rev_ENSP00000362583	-1
rev_ENSP00000362584	0
rev_ENSP00000362586	-1
rev_ENSP00000362588	0
rev_ENSP00000362590	-1
rev_ENSP00000362591	-1
rev_ENSP00000362592	0
rev_ENSP00000362595	0
rev_ENSP00000362596	0
rev_ENSP00000362597	-1
rev_ENSP00000362600	0
rev_ENSP00000362601	0
rev_ENSP00000362602	-1
rev_ENSP00000362603	0
